transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method
T098070,U00076,2025-05-14,Farmácia,Panvel,Correia da Conceição - EI,52.44,1.03,1.8,81.0,Pix
T098071,U02114,2025-05-03,Streaming,Netflix,Netflix,31.34,0.33,1.05,21.0,Pix
T098072,U01065,2025-05-01,Roupas,Zara,Fonseca,228.62,4.33,0.0,0.0,Pix
T098073,U02608,2025-04-22,Farmácia,Panvel,Siqueira,70.41,1.35,0.0,0.0,Cartão de Débito
T098074,U03699,2025-04-07,Supermercado,Extra,Brito Freitas - ME,235.89,3.73,0.0,0.0,Cartão de Débito
T098075,U02481,2025-06-02,Serviços Públicos,Luz,Luz,173.05,0.94,6.85,316.0,Boleto
T098076,U00284,2025-05-07,Telefonia,Oi,Oi,71.78,0.51,1.48,120.0,Cartão de Débito
T098077,U02917,2025-05-07,Eletrônicos,Magazine Luiza,Ramos,458.05,4.63,0.0,0.0,Cartão de Crédito
T098078,U01093,2025-04-16,Restaurantes,iFood,da Rosa S.A.,135.59,0.73,4.16,159.0,Cartão de Débito
T098079,U02805,2025-04-22,Restaurantes,Rappi,Costa,163.38,2.61,0.0,0.0,Boleto
T098080,U03208,2025-06-04,Supermercado,Carrefour,Cardoso - ME,212.01,1.16,0.0,0.0,Boleto
T098081,U04695,2025-05-18,Roupas,Zara,da Costa S.A.,94.91,1.58,1.58,140.0,Pix
T098082,U02878,2025-05-23,Telefonia,TIM,TIM,71.43,1.0,0.0,0.0,Boleto
T098083,U00516,2025-05-07,Serviços Públicos,Gás,Gás,26.14,0.25,0.67,21.0,Pix
T098084,U03955,2025-06-26,Roupas,Zara,das Neves,160.04,2.68,7.97,259.0,Boleto
T098085,U00646,2025-05-06,Supermercado,Carrefour,Nogueira e Filhos,153.44,2.01,0.0,0.0,Cartão de Crédito
T098086,U04134,2025-06-03,Restaurantes,Rappi,Cavalcanti,136.48,2.29,0.0,0.0,Boleto
T098087,U01953,2025-04-04,Roupas,C&A,Barros,103.35,0.76,4.19,167.0,Pix
T098088,U03185,2025-06-15,Serviços Públicos,Luz,Luz,94.81,0.98,0.0,0.0,Cartão de Débito
T098089,U00226,2025-06-03,Farmácia,Pague Menos,Borges Cavalcanti Ltda.,88.75,1.48,0.0,0.0,Cartão de Débito
T098090,U04612,2025-06-13,Supermercado,Carrefour,Pereira,43.6,0.44,0.0,0.0,Cartão de Crédito
T098091,U01146,2025-05-03,Farmácia,Drogasil,Siqueira,100.7,0.57,0.0,0.0,Pix
T098092,U03578,2025-06-06,Telefonia,Oi,Oi,68.01,1.0,0.0,0.0,Pix
T098093,U03224,2025-06-12,Supermercado,Extra,Ramos,169.66,0.92,0.0,0.0,Boleto
T098094,U00799,2025-06-07,Serviços Públicos,Água,Água,124.04,1.8199999999999998,0.0,0.0,Pix
T098095,U01576,2025-04-25,Serviços Públicos,Água,Água,166.43,2.68,0.0,0.0,Pix
T098096,U00705,2025-06-08,Restaurantes,Outback,Peixoto,165.82,1.92,0.0,0.0,Pix
T098097,U01706,2025-04-13,Streaming,Netflix,Netflix,40.52,0.26,0.0,0.0,Cartão de Débito
T098098,U02526,2025-06-23,Restaurantes,Rappi,Sá,120.35,1.62,0.0,0.0,Cartão de Crédito
T098099,U00526,2025-05-31,Eletrônicos,Magazine Luiza,Moreira Santos - EI,395.24,2.05,0.0,0.0,Cartão de Débito
T098100,U02435,2025-04-25,Serviços Públicos,Água,Água,97.17,0.49,3.12,173.0,Cartão de Crédito
T098101,U03172,2025-05-16,Farmácia,Drogasil,Marques,47.47,0.94,2.14,47.0,Cartão de Crédito
T098102,U04173,2025-05-29,Telefonia,TIM,TIM,66.58,0.74,0.7,88.0,Cartão de Crédito
T098103,U04674,2025-04-01,Farmácia,Pague Menos,Araújo,92.25,1.17,0.0,0.0,Boleto
T098104,U01668,2025-06-05,Eletrônicos,Americanas,Fogaça da Costa Ltda.,666.63,4.48,0.0,0.0,Cartão de Crédito
T098105,U00119,2025-05-21,Restaurantes,Outback,da Rosa,119.17,0.82,0.0,0.0,Cartão de Crédito
T098106,U03662,2025-06-10,Eletrônicos,Casas Bahia,Moura,757.0,7.26,23.69,1008.0,Cartão de Crédito
T098107,U00926,2025-05-14,Farmácia,Pague Menos,Silveira,104.67,1.67,4.64,193.0,Pix
T098108,U02750,2025-06-05,Restaurantes,Rappi,Gomes S/A,130.77,2.14,0.0,0.0,Pix
T098109,U03185,2025-06-09,Eletrônicos,Magazine Luiza,Fogaça,1183.32,18.03,0.0,0.0,Cartão de Débito
T098110,U02736,2025-06-24,Telefonia,Claro,Claro,85.59,0.54,0.0,0.0,Cartão de Crédito
T098111,U03632,2025-06-09,Restaurantes,Rappi,Brito,67.27,0.88,0.0,0.0,Pix
T098112,U00095,2025-05-15,Restaurantes,McDonald’s,Camargo Pastor S.A.,107.94,1.01,0.0,0.0,Boleto
T098113,U00980,2025-06-01,Streaming,Netflix,Netflix,34.88,0.4,1.3900000000000001,36.0,Boleto
T098114,U00527,2025-06-06,Farmácia,Pague Menos,Barros Marques S.A.,29.74,0.24,0.0,0.0,Boleto
T098115,U00980,2025-04-11,Restaurantes,Rappi,Souza Albuquerque - ME,83.45,0.53,3.04,126.0,Pix
T098116,U03348,2025-06-22,Supermercado,Extra,da Luz Nascimento e Filhos,148.93,1.81,0.0,0.0,Cartão de Crédito
T098117,U01314,2025-05-17,Supermercado,Carrefour,Machado da Cruz S.A.,153.41,1.6600000000000001,7.04,127.0,Boleto
T098118,U00674,2025-06-16,Restaurantes,McDonald’s,Monteiro S.A.,175.55,1.6600000000000001,0.0,0.0,Boleto
T098119,U04342,2025-06-21,Telefonia,Claro,Claro,73.59,1.35,3.4,126.0,Boleto
T098120,U04117,2025-04-24,Supermercado,Extra,da Rosa Correia S.A.,262.93,1.49,0.0,0.0,Pix
T098121,U01619,2025-04-19,Restaurantes,Outback,da Rosa Silva - EI,141.94,2.56,0.0,0.0,Boleto
T098122,U03133,2025-04-06,Serviços Públicos,Luz,Luz,119.09,1.26,0.0,0.0,Cartão de Crédito
T098123,U02720,2025-05-08,Restaurantes,McDonald’s,Moraes Costela - ME,112.48,0.63,1.8599999999999999,82.0,Cartão de Crédito
T098124,U02105,2025-05-25,Serviços Públicos,Água,Água,161.85,1.09,0.0,0.0,Pix
T098125,U03179,2025-06-10,Supermercado,Pão de Açúcar,Farias,298.69,3.41,0.0,0.0,Cartão de Débito
T098126,U03114,2025-04-22,Streaming,Netflix,Netflix,35.52,0.52,0.65,19.0,Pix
T098127,U01814,2025-05-03,Farmácia,Pague Menos,Barbosa Macedo S.A.,5.0,0.03,0.21,5.0,Cartão de Crédito
T098128,U00553,2025-06-19,Restaurantes,Rappi,Vieira e Filhos,55.08,0.32,1.47,80.0,Cartão de Crédito
T098129,U00493,2025-06-08,Farmácia,Pague Menos,Macedo,75.72,1.07,0.0,0.0,Cartão de Crédito
T098130,U01551,2025-06-05,Serviços Públicos,Gás,Gás,149.09,1.75,0.0,0.0,Cartão de Débito
T098131,U03555,2025-05-05,Serviços Públicos,Luz,Luz,157.16,2.66,3.92,253.0,Cartão de Débito
T098132,U00227,2025-06-01,Streaming,Netflix,Netflix,21.21,0.36,0.0,0.0,Boleto
T098133,U00974,2025-06-10,Farmácia,Panvel,Carvalho,110.05,1.9,0.0,0.0,Cartão de Crédito
T098134,U04394,2025-06-03,Eletrônicos,Magazine Luiza,Machado Siqueira Ltda.,634.3,12.49,0.0,0.0,Cartão de Crédito
T098135,U02449,2025-04-21,Supermercado,Carrefour,Almeida,338.8,3.19,0.0,0.0,Boleto
T098136,U00507,2025-04-07,Farmácia,Panvel,das Neves S/A,74.76,0.74,0.0,0.0,Boleto
T098137,U01518,2025-05-10,Eletrônicos,Americanas,Oliveira Marques Ltda.,357.67,5.22,7.99,294.0,Cartão de Crédito
T098138,U02830,2025-05-17,Restaurantes,iFood,Vasconcelos S/A,87.69,0.94,0.0,0.0,Boleto
T098139,U02849,2025-05-13,Telefonia,TIM,TIM,66.42,1.05,0.0,0.0,Boleto
T098140,U02241,2025-05-29,Farmácia,Panvel,Fonseca,66.86,0.37,2.34,64.0,Pix
T098141,U01535,2025-06-06,Streaming,Amazon Prime,Amazon Prime,43.03,0.82,0.49,63.0,Cartão de Débito
T098142,U03963,2025-06-18,Farmácia,Pague Menos,Rodrigues,23.45,0.26,0.0,0.0,Cartão de Crédito
T098143,U00136,2025-04-12,Serviços Públicos,Água,Água,59.38,0.44,0.0,0.0,Boleto
T098144,U01464,2025-06-02,Serviços Públicos,Água,Água,50.78,0.43,2.15,42.0,Pix
T098145,U02216,2025-04-23,Eletrônicos,Magazine Luiza,Sales Sampaio - ME,651.47,9.35,9.9,1047.0,Cartão de Crédito
T098146,U00365,2025-04-11,Eletrônicos,Americanas,Silveira S/A,31.27,0.3,0.94,61.0,Cartão de Crédito
T098147,U01990,2025-06-18,Roupas,C&A,Almeida,113.96,1.6400000000000001,4.41,112.0,Boleto
T098148,U02968,2025-04-27,Streaming,HBO Max,HBO Max,31.54,0.45,0.99,24.0,Cartão de Crédito
T098149,U01479,2025-06-06,Supermercado,Carrefour,Andrade - EI,377.74,2.4699999999999998,0.0,0.0,Cartão de Débito
T098150,U01160,2025-05-23,Telefonia,Vivo,Vivo,69.36,1.1,2.19,81.0,Pix
T098151,U00635,2025-04-20,Roupas,Zara,Araújo e Filhos,110.77,1.92,0.0,0.0,Boleto
T098152,U04121,2025-06-23,Roupas,C&A,Santos,197.82,1.71,9.34,306.0,Cartão de Débito
T098153,U02886,2025-05-25,Supermercado,Extra,Moura S/A,145.98,2.81,0.0,0.0,Cartão de Crédito
T098154,U01361,2025-04-01,Streaming,Disney+,Disney+,33.51,0.49,0.0,0.0,Cartão de Débito
T098155,U01424,2025-04-12,Supermercado,Pão de Açúcar,Carvalho Siqueira S.A.,99.67,0.83,4.83,187.0,Pix
T098156,U02142,2025-03-31,Restaurantes,McDonald’s,Oliveira,158.79,2.26,3.77,182.0,Cartão de Crédito
T098157,U03298,2025-04-07,Farmácia,Drogasil,Cassiano,190.64,2.2,3.71,154.0,Cartão de Crédito
T098158,U03561,2025-05-05,Restaurantes,Outback,Mendes,144.37,2.22,5.17,156.0,Pix
T098159,U01873,2025-04-06,Serviços Públicos,Luz,Luz,86.47,1.55,2.26,45.0,Boleto
T098160,U03283,2025-04-06,Serviços Públicos,Luz,Luz,107.05,1.72,0.0,0.0,Cartão de Crédito
T098161,U04023,2025-05-01,Streaming,Disney+,Disney+,29.81,0.42,0.0,0.0,Cartão de Débito
T098162,U00285,2025-05-27,Supermercado,Pão de Açúcar,Martins,131.17,2.07,0.0,0.0,Cartão de Débito
T098163,U01594,2025-05-28,Streaming,HBO Max,HBO Max,29.3,0.26,1.34,55.0,Cartão de Crédito
T098164,U01119,2025-06-16,Eletrônicos,Americanas,Jesus Ferreira - EI,794.52,9.83,0.0,0.0,Boleto
T098165,U04516,2025-05-03,Serviços Públicos,Água,Água,134.22,1.24,0.0,0.0,Cartão de Crédito
T098166,U00871,2025-05-11,Serviços Públicos,Gás,Gás,146.19,0.85,0.0,0.0,Boleto
T098167,U01943,2025-05-20,Serviços Públicos,Gás,Gás,89.73,1.52,0.0,0.0,Boleto
T098168,U04261,2025-06-20,Telefonia,TIM,TIM,54.86,0.72,0.0,0.0,Pix
T098169,U01023,2025-05-22,Restaurantes,McDonald’s,Vieira - ME,116.97,1.83,5.42,229.0,Boleto
T098170,U00801,2025-04-18,Telefonia,Vivo,Vivo,47.26,0.87,0.0,0.0,Pix
T098171,U01586,2025-05-15,Telefonia,Vivo,Vivo,45.8,0.86,0.0,0.0,Cartão de Débito
T098172,U02924,2025-06-01,Telefonia,TIM,TIM,63.36,0.35,3.01,112.0,Pix
T098173,U04305,2025-04-16,Serviços Públicos,Luz,Luz,53.05,0.47,0.0,0.0,Boleto
T098174,U04683,2025-05-21,Roupas,Zara,Martins - EI,136.34,0.8,0.0,0.0,Boleto
T098175,U03955,2025-05-20,Telefonia,Claro,Claro,68.9,0.5,0.0,0.0,Cartão de Crédito
T098176,U04014,2025-05-21,Streaming,Disney+,Disney+,38.25,0.25,0.0,0.0,Cartão de Débito
T098177,U03989,2025-04-04,Telefonia,Oi,Oi,71.34,1.3599999999999999,3.11,112.0,Pix
T098178,U00565,2025-06-23,Telefonia,TIM,TIM,68.27,0.37,0.0,0.0,Cartão de Crédito
T098179,U01293,2025-03-30,Eletrônicos,Magazine Luiza,Carvalho,403.6,6.47,9.84,635.0,Pix
T098180,U04722,2025-06-16,Farmácia,Drogasil,Aragão S/A,134.02,1.04,0.0,0.0,Cartão de Débito
T098181,U00732,2025-06-20,Serviços Públicos,Gás,Gás,109.58,1.35,5.33,185.0,Boleto
T098182,U01081,2025-04-27,Eletrônicos,Magazine Luiza,da Luz Garcia e Filhos,768.81,8.94,0.0,0.0,Boleto
T098183,U01339,2025-04-21,Roupas,C&A,da Costa,148.79,1.3599999999999999,0.0,0.0,Cartão de Débito
T098184,U01956,2025-05-26,Roupas,C&A,Abreu,82.19,0.6,0.0,0.0,Cartão de Crédito
T098185,U04313,2025-04-22,Streaming,HBO Max,HBO Max,34.22,0.62,0.0,0.0,Cartão de Débito
T098186,U03748,2025-05-25,Serviços Públicos,Gás,Gás,153.83,2.85,0.0,0.0,Pix
T098187,U01674,2025-04-11,Streaming,Disney+,Disney+,29.28,0.31,0.0,0.0,Boleto
T098188,U04213,2025-04-10,Roupas,Renner,da Mota,107.86,1.2,0.0,0.0,Cartão de Crédito
T098189,U01425,2025-05-20,Farmácia,Drogasil,Costa,88.77,0.93,3.54,93.0,Cartão de Débito
T098190,U03644,2025-04-29,Telefonia,TIM,TIM,58.1,0.63,1.51,93.0,Pix
T098191,U01319,2025-04-24,Restaurantes,Rappi,Pires da Conceição - ME,138.56,0.9,0.0,0.0,Pix
T098192,U04121,2025-03-30,Restaurantes,Rappi,Castro,149.05,0.88,0.0,0.0,Cartão de Crédito
T098193,U00965,2025-03-29,Serviços Públicos,Luz,Luz,166.23,2.21,0.0,0.0,Cartão de Débito
T098194,U03930,2025-04-19,Eletrônicos,Casas Bahia,Silva,757.32,11.1,0.0,0.0,Cartão de Crédito
T098195,U03993,2025-05-27,Eletrônicos,Casas Bahia,Mendonça,537.09,4.41,0.0,0.0,Boleto
T098196,U00056,2025-05-28,Streaming,Netflix,Netflix,36.88,0.32,0.0,0.0,Cartão de Crédito
T098197,U01693,2025-05-11,Roupas,Renner,Borges,160.55,2.12,7.49,86.0,Cartão de Débito
T098198,U04406,2025-06-23,Eletrônicos,Casas Bahia,Vieira,1179.38,11.14,0.0,0.0,Cartão de Débito
T098199,U04631,2025-04-07,Roupas,C&A,Machado,113.08,1.7,4.2,163.0,Cartão de Débito
T098200,U03892,2025-04-09,Restaurantes,McDonald’s,Barbosa,49.44,0.28,0.0,0.0,Pix
T098201,U03461,2025-05-26,Telefonia,Vivo,Vivo,66.79,1.16,2.03,65.0,Pix
T098202,U01837,2025-05-25,Serviços Públicos,Luz,Luz,53.02,0.92,0.0,0.0,Boleto
T098203,U04722,2025-05-20,Streaming,Netflix,Netflix,29.08,0.38,1.44,26.0,Pix
T098204,U01776,2025-04-05,Roupas,Zara,Montenegro,227.63,2.81,5.49,122.0,Cartão de Crédito
T098205,U02414,2025-05-29,Telefonia,Oi,Oi,45.52,0.42,0.0,0.0,Cartão de Crédito
T098206,U01437,2025-06-18,Serviços Públicos,Água,Água,169.41,2.92,0.0,0.0,Cartão de Crédito
T098207,U00946,2025-05-04,Streaming,Disney+,Disney+,42.04,0.54,0.0,0.0,Cartão de Débito
T098208,U03773,2025-05-26,Eletrônicos,Americanas,Mendes,573.31,4.03,0.0,0.0,Cartão de Débito
T098209,U03559,2025-06-09,Eletrônicos,Magazine Luiza,Nunes - ME,648.48,6.0,0.0,0.0,Cartão de Débito
T098210,U01031,2025-06-18,Eletrônicos,Magazine Luiza,Martins Pimenta S.A.,90.65,1.75,0.0,0.0,Cartão de Crédito
T098211,U00436,2025-05-13,Serviços Públicos,Luz,Luz,96.88,0.63,0.0,0.0,Boleto
T098212,U04205,2025-06-25,Roupas,C&A,Vieira,83.27,0.94,0.0,0.0,Pix
T098213,U01707,2025-06-01,Farmácia,Drogasil,Albuquerque,45.6,0.39,1.37,51.0,Cartão de Crédito
T098214,U02851,2025-05-26,Serviços Públicos,Luz,Luz,58.12,0.88,2.67,88.0,Cartão de Crédito
T098215,U00790,2025-06-07,Farmácia,Panvel,Teixeira,94.61,1.67,0.0,0.0,Cartão de Débito
T098216,U03166,2025-05-31,Telefonia,Oi,Oi,78.05,0.69,0.0,0.0,Cartão de Débito
T098217,U01712,2025-06-18,Roupas,Zara,Porto S/A,44.77,0.6,2.06,67.0,Cartão de Débito
T098218,U03197,2025-05-05,Telefonia,Claro,Claro,64.48,0.37,0.0,0.0,Boleto
T098219,U03012,2025-05-08,Telefonia,Oi,Oi,42.66,0.25,0.0,0.0,Cartão de Débito
T098220,U03018,2025-05-25,Telefonia,TIM,TIM,60.76,1.15,0.0,0.0,Boleto
T098221,U01520,2025-06-08,Streaming,HBO Max,HBO Max,36.34,0.59,0.56,62.0,Cartão de Crédito
T098222,U03347,2025-04-28,Supermercado,Pão de Açúcar,Borges,97.51,0.68,2.88,80.0,Pix
T098223,U03594,2025-05-22,Farmácia,Panvel,Pereira,140.6,1.7,0.0,0.0,Cartão de Crédito
T098224,U03544,2025-06-08,Eletrônicos,Magazine Luiza,Santos Ltda.,469.86,3.16,20.2,892.0,Cartão de Débito
T098225,U04144,2025-06-13,Eletrônicos,Magazine Luiza,Pimenta S/A,749.13,12.75,0.0,0.0,Boleto
T098226,U01615,2025-06-05,Streaming,Amazon Prime,Amazon Prime,34.23,0.68,0.0,0.0,Cartão de Crédito
T098227,U01697,2025-05-06,Serviços Públicos,Água,Água,34.69,0.31,0.58,41.0,Cartão de Crédito
T098228,U03388,2025-06-04,Roupas,Zara,Pires e Filhos,211.79,3.7199999999999998,9.94,317.0,Boleto
T098229,U00954,2025-06-19,Supermercado,Pão de Açúcar,da Rosa Freitas e Filhos,205.15,2.5300000000000002,0.0,0.0,Cartão de Crédito
T098230,U03971,2025-05-03,Roupas,Zara,Vargas,190.37,2.51,0.0,0.0,Pix
T098231,U01236,2025-06-24,Telefonia,TIM,TIM,51.77,0.29,0.0,0.0,Cartão de Débito
T098232,U00596,2025-06-24,Roupas,C&A,Marques - EI,172.79,3.11,6.79,111.0,Cartão de Crédito
T098233,U03720,2025-05-27,Restaurantes,iFood,Fonseca Sá e Filhos,5.0,0.04,0.23,5.0,Cartão de Débito
T098234,U02111,2025-04-10,Serviços Públicos,Água,Água,180.09,3.11,3.98,243.0,Boleto
T098235,U04507,2025-03-30,Serviços Públicos,Água,Água,110.14,1.1,2.11,121.0,Cartão de Crédito
T098236,U04352,2025-06-05,Supermercado,Carrefour,Gonçalves,175.03,1.88,2.24,254.0,Pix
T098237,U01982,2025-06-13,Telefonia,TIM,TIM,59.28,0.47,1.87,95.0,Cartão de Crédito
T098238,U02484,2025-06-10,Streaming,HBO Max,HBO Max,26.64,0.14,0.0,0.0,Cartão de Débito
T098239,U03402,2025-04-30,Farmácia,Pague Menos,Farias Borges Ltda.,40.05,0.49,0.0,0.0,Cartão de Débito
T098240,U00439,2025-06-15,Streaming,HBO Max,HBO Max,35.82,0.7,0.0,0.0,Cartão de Débito
T098241,U00913,2025-05-30,Telefonia,TIM,TIM,64.83,1.21,3.03,76.0,Boleto
T098242,U04101,2025-05-18,Streaming,Disney+,Disney+,34.16,0.3,0.0,0.0,Pix
T098243,U01744,2025-04-26,Roupas,C&A,Andrade e Filhos,138.29,2.7,0.0,0.0,Pix
T098244,U03886,2025-04-02,Streaming,Amazon Prime,Amazon Prime,41.64,0.64,0.0,0.0,Cartão de Débito
T098245,U00828,2025-04-10,Telefonia,Vivo,Vivo,43.26,0.56,2.13,65.0,Cartão de Débito
T098246,U03212,2025-06-03,Eletrônicos,Americanas,Martins Casa Grande - EI,867.47,4.63,0.0,0.0,Cartão de Débito
T098247,U04158,2025-05-03,Restaurantes,Outback,Silveira Pastor S/A,153.68,1.95,0.0,0.0,Cartão de Crédito
T098248,U00731,2025-06-20,Serviços Públicos,Luz,Luz,202.77,1.8599999999999999,9.32,158.0,Cartão de Crédito
T098249,U02802,2025-06-18,Supermercado,Pão de Açúcar,Fonseca,188.62,3.16,5.09,373.0,Pix
T098250,U01223,2025-05-30,Serviços Públicos,Luz,Luz,154.64,1.78,0.0,0.0,Boleto
T098251,U03599,2025-05-29,Telefonia,TIM,TIM,72.17,1.11,0.0,0.0,Cartão de Débito
T098252,U04341,2025-04-17,Serviços Públicos,Gás,Gás,97.59,0.98,0.0,0.0,Pix
T098253,U00979,2025-05-18,Serviços Públicos,Luz,Luz,84.75,0.66,0.0,0.0,Cartão de Crédito
T098254,U02397,2025-03-30,Supermercado,Extra,Jesus Gonçalves e Filhos,433.5,5.27,0.0,0.0,Cartão de Débito
T098255,U04536,2025-04-01,Serviços Públicos,Luz,Luz,57.26,0.76,0.73,89.0,Boleto
T098256,U00495,2025-04-29,Serviços Públicos,Água,Água,136.96,1.35,0.0,0.0,Cartão de Débito
T098257,U04665,2025-06-17,Serviços Públicos,Gás,Gás,119.8,0.68,0.0,0.0,Cartão de Débito
T098258,U04159,2025-06-18,Restaurantes,Outback,Siqueira,214.43,3.86,8.91,234.0,Cartão de Débito
T098259,U01614,2025-05-06,Farmácia,Pague Menos,Dias,78.95,0.91,1.35,44.0,Pix
T098260,U01823,2025-04-10,Supermercado,Extra,Ribeiro Silveira S/A,151.67,1.19,0.0,0.0,Boleto
T098261,U03541,2025-05-03,Roupas,Zara,Cardoso - ME,113.94,1.01,0.0,0.0,Boleto
T098262,U03035,2025-05-02,Serviços Públicos,Gás,Gás,123.96,1.5899999999999999,4.18,219.0,Boleto
T098263,U03059,2025-05-09,Serviços Públicos,Água,Água,136.98,2.7,0.0,0.0,Boleto
T098264,U03782,2025-05-27,Streaming,Amazon Prime,Amazon Prime,34.4,0.4,0.0,0.0,Pix
T098265,U00468,2025-05-22,Serviços Públicos,Luz,Luz,136.33,2.65,0.0,0.0,Cartão de Crédito
T098266,U02431,2025-05-02,Restaurantes,Outback,Almeida S.A.,5.0,0.08,0.0,0.0,Cartão de Crédito
T098267,U03543,2025-05-07,Roupas,Zara,Pimenta,139.1,2.37,2.63,268.0,Pix
T098268,U00245,2025-06-09,Roupas,Zara,Fernandes,92.44,0.85,0.0,0.0,Pix
T098269,U03104,2025-03-31,Streaming,HBO Max,HBO Max,35.96,0.26,1.31,65.0,Cartão de Crédito
T098270,U03414,2025-05-03,Streaming,HBO Max,HBO Max,38.7,0.4,0.55,25.0,Cartão de Débito
T098271,U03413,2025-04-29,Serviços Públicos,Gás,Gás,214.57,4.25,0.0,0.0,Pix
T098272,U03968,2025-05-17,Telefonia,Oi,Oi,42.46,0.48,0.0,0.0,Boleto
T098273,U01925,2025-05-17,Roupas,Zara,Cavalcante Rezende - ME,5.0,0.04,0.0,0.0,Cartão de Crédito
T098274,U03719,2025-04-30,Supermercado,Extra,Caldeira e Filhos,191.2,3.52,0.0,0.0,Boleto
T098275,U04027,2025-05-28,Streaming,HBO Max,HBO Max,33.28,0.42,0.54,49.0,Pix
T098276,U00533,2025-05-14,Restaurantes,McDonald’s,Monteiro Pinto S/A,50.94,0.96,0.0,0.0,Cartão de Débito
T098277,U02077,2025-05-31,Streaming,Netflix,Netflix,26.6,0.36,0.0,0.0,Boleto
T098278,U03386,2025-06-01,Supermercado,Extra,Vasconcelos Leão S/A,166.63,3.26,0.0,0.0,Boleto
T098279,U03050,2025-05-24,Telefonia,Claro,Claro,52.79,0.29,0.0,0.0,Boleto
T098280,U00313,2025-04-01,Restaurantes,Outback,Aparecida - ME,142.3,1.6800000000000002,0.0,0.0,Boleto
T098281,U00362,2025-06-07,Telefonia,Vivo,Vivo,50.67,0.88,2.27,65.0,Cartão de Crédito
T098282,U02528,2025-04-04,Supermercado,Carrefour,Lima,356.64,1.8599999999999999,0.0,0.0,Cartão de Crédito
T098283,U01479,2025-05-03,Telefonia,Oi,Oi,47.31,0.87,0.0,0.0,Cartão de Débito
T098284,U03324,2025-05-16,Streaming,HBO Max,HBO Max,31.81,0.4,0.34,50.0,Cartão de Débito
T098285,U03388,2025-05-03,Supermercado,Extra,Sales,282.7,2.89,3.13,246.0,Cartão de Crédito
T098286,U01943,2025-06-13,Farmácia,Panvel,Sales Freitas e Filhos,116.68,1.16,5.14,99.0,Cartão de Crédito
T098287,U03410,2025-06-15,Serviços Públicos,Água,Água,125.15,1.8,0.0,0.0,Boleto
T098288,U03125,2025-04-27,Serviços Públicos,Água,Água,59.87,0.83,0.0,0.0,Boleto
T098289,U03359,2025-04-23,Streaming,HBO Max,HBO Max,34.66,0.34,0.0,0.0,Cartão de Crédito
T098290,U00456,2025-06-22,Telefonia,TIM,TIM,61.24,1.01,2.71,44.0,Pix
T098291,U02613,2025-04-01,Eletrônicos,Magazine Luiza,Souza da Rosa - EI,383.23,2.61,0.0,0.0,Cartão de Crédito
T098292,U04589,2025-06-04,Roupas,Renner,Cirino Carvalho - ME,138.83,0.95,0.0,0.0,Cartão de Débito
T098293,U04273,2025-05-02,Eletrônicos,Magazine Luiza,Ramos S.A.,769.9,4.54,0.0,0.0,Cartão de Débito
T098294,U01171,2025-03-31,Streaming,HBO Max,HBO Max,36.89,0.69,0.92,26.0,Cartão de Crédito
T098295,U03077,2025-06-25,Restaurantes,Outback,Rocha - ME,84.59,0.68,2.71,84.0,Cartão de Crédito
T098296,U00646,2025-06-21,Restaurantes,iFood,Novais - ME,166.31,2.42,3.08,236.0,Pix
T098297,U03725,2025-05-21,Streaming,Amazon Prime,Amazon Prime,31.71,0.23,1.21,15.0,Pix
T098298,U04027,2025-06-10,Supermercado,Extra,Azevedo Cavalcante - ME,384.4,2.22,16.06,505.0,Pix
T098299,U00338,2025-05-11,Roupas,Renner,Costa,142.28,2.5,3.7199999999999998,216.0,Pix
T098300,U01716,2025-04-23,Restaurantes,Rappi,Cunha,145.08,1.09,0.0,0.0,Boleto
T098301,U02981,2025-05-30,Restaurantes,iFood,da Rocha,178.73,1.16,0.0,0.0,Cartão de Débito
T098302,U01866,2025-03-29,Serviços Públicos,Água,Água,123.17,2.04,5.67,212.0,Cartão de Débito
T098303,U04333,2025-04-25,Eletrônicos,Casas Bahia,Gomes,491.57,8.58,22.49,482.0,Cartão de Crédito
T098304,U02733,2025-05-26,Streaming,Netflix,Netflix,32.29,0.28,0.0,0.0,Cartão de Débito
T098305,U01978,2025-04-27,Farmácia,Pague Menos,Lopes,13.22,0.23,0.0,0.0,Cartão de Crédito
T098306,U01405,2025-05-30,Supermercado,Pão de Açúcar,Sampaio Novaes S.A.,295.71,3.29,6.62,214.0,Cartão de Crédito
T098307,U03395,2025-06-01,Streaming,Amazon Prime,Amazon Prime,40.75,0.5,1.01,35.0,Boleto
T098308,U00225,2025-05-18,Telefonia,TIM,TIM,28.77,0.48,0.73,46.0,Cartão de Crédito
T098309,U02049,2025-05-30,Streaming,Netflix,Netflix,35.19,0.18,0.0,0.0,Pix
T098310,U00983,2025-04-09,Restaurantes,Rappi,Albuquerque Oliveira S/A,176.82,2.62,0.0,0.0,Pix
T098311,U03677,2025-06-22,Farmácia,Pague Menos,Fernandes,117.48,0.63,3.22,217.0,Pix
T098312,U02121,2025-05-08,Farmácia,Pague Menos,Aragão - ME,124.22,1.0,0.0,0.0,Pix
T098313,U03189,2025-04-15,Telefonia,Vivo,Vivo,62.98,0.7,1.6800000000000002,58.0,Cartão de Débito
